Year,PM2.5,PM10,NO2,CO,SO2,O3,Benzene,Temp,AQI,Decision,,,
2017,183.98,386.01,82.12,0.78,21.26,31.92,4.76,18.15,382,Very Poor,,,
2017,163.86,335.5,62.07,0.72,21.02,31.57,3.67,20.12,352,Very Poor,,,
2017,112.02,330.9,50.86,0.71,19.33,32.42,3.42,20.67,309,Very Poor,,,
2017,107.13,352.54,81.6,0.66,19.29,30.24,4.05,21.11,301,Very Poor,,,
2017,109.38,364.83,105.3,0.78,18.33,29.1,3.12,22.55,274,Poor,,,
2017,126.74,406.49,152.15,1.06,23.96,35.07,3.79,22.38,313,Very Poor,,,
2017,106.92,303.47,67.69,0.92,19.57,33.71,3.44,17.93,310,Very Poor,,,
2017,93.03,270.3,84.46,0.47,19.84,38.35,3.83,17.33,258,Poor,,,
2017,182.29,158.96,37.77,0.57,13.77,44.58,2.29,16.98,238,Poor,,,
2017,451.25,104.82,22.53,0.57,6.64,55.11,0.33,17.12,449,Severe,,,
2017,425.22,103.74,28.71,0.69,8.41,55.2,0.39,18.91,516,Severe,,,
2017,328.23,198.09,50.17,0.76,17.55,31.79,1.84,18.95,520,Severe,,,
2017,178.5,255.65,68.74,0.8,21.66,35.64,3.67,20.15,363,Very Poor,,,
2017,149.73,382.34,135.95,1.42,28.15,38.79,5.21,22.13,362,Very Poor,,,
2017,127.9,359.47,122.04,0.92,24.07,45.24,5.06,23.71,397,Very Poor,,,
2017,114.68,300.55,64.39,0.47,23.53,35.22,3.36,22.48,280,Poor,,,
2017,67.83,181.19,45.45,0.57,19.69,32.02,2.78,20.75,206,Poor,,,
2017,82.32,196.84,48.61,0.57,22.03,27.77,3.6,18.91,190,Moderate,,,
2017,90.6,229.62,42.58,0.69,25.34,31.88,3.71,19.57,210,Poor,,,
2017,91.6,242.14,47.05,0.76,26.91,30.68,3.63,20.98,201,Poor,,,
2017,112.41,307.78,84.73,0.89,30.7,34.43,4.43,22.87,243,Poor,,,
2017,134.4,224.36,37.88,0.43,24.14,35.35,2.93,22.51,267,Poor,,,
2017,106.45,142.78,36.2,0.23,20.15,45.45,2.28,22.94,245,Poor,,,
2017,68.88,106.39,23.17,0.21,17.93,47.51,1.58,21.06,165,Moderate,,,
2017,37.49,110.65,29.5,0.25,19.4,47.14,1.84,17.39,102,Moderate,,,
2017,64.42,169.87,31.79,0.26,20.11,42.82,2.76,16.65,159,Moderate,,,
2017,74.58,182.79,17.82,0.24,19.33,34.2,2.78,16.7,174,Moderate,,,
2017,102.46,284.27,36.09,0.4,22.37,34.99,3.56,18.73,270,Poor,,,
2017,112.71,319.97,59.15,0.45,23.96,32.01,3.83,20.24,397,Very Poor,,,
2017,125.8,348.95,73.95,0.52,23.59,31.9,3.93,21.76,371,Very Poor,,,
2017,114.07,288.64,36.4,0.65,21.42,32.6,3.29,21.23,328,Very Poor,,,
2017,96.39,267.96,43.27,0.6,22.29,33.42,3.35,22.23,254,Poor,,,
2017,120.43,350.42,80.86,0.81,22.89,31.83,4.4,23.46,342,Very Poor,,,
2017,121.21,332.73,41.69,0.77,22.25,30.92,3.66,23.55,367,Very Poor,,,
2017,128.51,365.67,46.31,0.83,24.38,28.61,4.41,25.83,400,Very Poor,,,
2017,120.88,405.64,86.41,0.58,28.88,20.88,4.89,27.82,390,Very Poor,,,
2017,151.17,342.53,135.8,0.55,27.21,31.7,2.33,29.03,417,Severe,,,
2017,149.42,282.88,45.21,0.68,22.09,19.74,1.7,28.69,359,Very Poor,,,
2017,168.23,254.71,49.68,0.31,15.18,22.26,1.5,27.73,309,Very Poor,,,
2017,118.34,247.77,43.09,0.31,14.85,23.14,1.56,29.49,292,Poor,,,
2017,156.38,218.98,38.44,0.33,17.55,23.49,1.53,30.79,278,Poor,,,
2017,152.66,289.95,61.08,0.42,18.24,18.81,2.47,31.39,320,Very Poor,,,
2017,113.62,311.56,77.91,0.45,17.26,15.36,3.28,32.12,350,Very Poor,,,
2017,69.44,204.22,61.61,0.37,23.72,14.88,1.59,32.71,234,Poor,,,
2017,91.19,285.69,76.66,0.41,20.48,22.61,2.01,31.88,233,Poor,,,
2017,105.71,291.02,84.88,0.52,20.05,22.94,2.85,31.65,341,Very Poor,,,
2017,83.36,210.86,49.44,0.42,19.33,34.73,2.13,31.96,259,Poor,,,
2017,70.62,192.27,55.93,0.37,24.03,32.92,1.52,31.59,204,Poor,,,
2017,84.4,234.82,57.09,0.39,24.14,31.95,1.58,32.51,220,Poor,,,
2017,47.67,207.72,34.82,0.32,19.75,29.86,1.09,31.26,255,Poor,,,
2017,62.44,252.48,39.61,0.3,17.21,30.66,0.96,29.9,211,Poor,,,
2017,150.76,543,61.75,0.35,27.69,35.44,1.68,26.16,428,Severe,,,
2017,151.25,410.15,104.57,0.48,33.4,36.52,2.03,26.19,497,Severe,,,
2017,68.88,190.42,36.79,0.27,22.78,52.48,0.89,25.94,289,Poor,,,
2017,129.15,237.88,33.56,0.29,21.85,54.89,1.16,26.98,285,Poor,,,
2017,146.59,253.07,40.88,0.33,24.49,45.45,1.83,28.45,368,Very Poor,,,
2017,107.69,309.37,45.69,0.64,32.76,33.49,3.08,30.33,304,Very Poor,,,
2017,163.97,375.82,146.3,1.06,43.82,27.66,4.98,31.76,377,Very Poor,,,
2017,184.69,371.87,140.56,1.1,50.31,43.31,6.04,32.69,418,Severe,,,
2017,176.54,343.62,156.79,1,42.8,28.5,6.94,33.78,355,Very Poor,,,
2017,175.23,409.95,114.73,1.12,62.6,40.1,8.34,34.94,416,Severe,,,
2017,145.22,389.03,62.73,0.75,42.39,35.43,5.76,35.3,403,Severe,,,
2017,152.84,400.78,56.91,0.4,44.15,28.65,5.52,35.4,415,Severe,,,
2017,136.35,356.47,90.13,0.67,41.33,32.02,4.79,36.28,412,Severe,,,
2017,152.99,324.19,145.19,0.9,37.38,49.2,4.42,36.88,394,Very Poor,,,
2017,130.13,409.7,43.34,0.54,44.15,56.86,2.39,37.69,357,Very Poor,,,
2017,110.54,263.66,38.45,0.9,41.33,32.02,0.5,37.22,291,Poor,,,
2017,103.42,260.82,69.5,0.54,37.38,49.2,1,35.16,244,Poor,,,
2017,99.09,266.24,59.96,1.09,30.82,56.86,2.04,34.43,287,Poor,,,
2017,96.07,287.92,46.18,0.63,39.9,50.43,2.06,33.12,254,Poor,,,
2017,72.31,189.5,69.69,0.63,29.27,38.6,1.62,33.62,242,Poor,,,
2017,93.14,271.06,73.82,0.72,46.69,41.04,2,34.13,223,Poor,,,
2017,109.36,271.94,61.19,0.86,39.58,33.66,2.14,34.29,243,Poor,,,
2017,126.74,303.75,82.18,1.1,54.52,40.95,3.13,34.77,237,Poor,,,
2017,80.81,234.05,33.5,0.71,46.62,57.8,2.1,34.88,275,Poor,,,
2017,85.8,211.83,64.66,1.05,56.64,42.85,2.89,33.47,183,Moderate,,,
2017,198.2,313.23,133.01,1.41,50.78,58.08,3.14,34.69,370,Very Poor,,,
2017,145.74,367.73,62.01,1.06,54.83,43.78,3.15,35.9,419,Severe,,,
2017,109.91,302.02,44.86,0.83,34.97,45.95,1.7,34.37,317,Very Poor,,,
2017,207.4,429.32,68.51,0.99,46.67,50.69,3.17,35.61,455,Severe,,,
2017,204.56,363.53,126.22,1.5,51.7,43.3,3.96,36.81,435,Severe,,,
2017,220.77,376.33,150.24,2.08,45.39,42.33,4.33,37.87,468,Severe,,,
2017,183.82,392.34,78.17,1.34,52.99,39.49,4.58,38.63,442,Severe,,,
2017,109.76,334.65,24.91,0.64,36.94,43.99,2.73,38.4,400,Very Poor,,,
2017,74.42,242.54,11.75,0.6,35.61,61.69,1.94,38.92,223,Poor,,,
2017,94.28,263.87,25.99,0.85,44.94,68.53,2.83,39.43,220,Poor,,,
2017,216.96,500.59,47.65,0.89,65.5,66.7,3.33,39.37,474,Severe,,,
2017,198.09,356.85,72.18,1.17,53.24,63.83,4.61,39.32,479,Severe,,,
2017,121.76,334.51,61.83,0.89,44.98,41.08,4.09,39.87,373,Very Poor,,,
2017,135.54,381.35,89.05,0.7,46.16,34.75,3.43,40.15,354,Very Poor,,,
2017,123.21,375.15,34.5,0.57,41.96,52.5,2.51,39.8,349,Very Poor,,,
2017,78.18,287.99,24.59,0.4,39.01,48.38,1.62,38.62,264,Poor,,,
2017,126.04,279.92,9.76,0.41,55.11,52.39,2.24,37.63,188,Moderate,,,
2017,139.1,329.12,37.79,0.71,41.31,45.33,1.72,39.51,294,Poor,,,
2017,233.82,352.76,58.84,0.9,36.26,46.67,1.84,38.57,334,Very Poor,,,
2017,178.44,505.07,65.22,0.88,40.4,49.89,2.42,39.69,505,Severe,,,
2017,110.1,386.67,72.51,0.99,35.36,40.92,3.31,35.45,349,Very Poor,,,
2017,118.43,326.02,135.99,0.89,37.55,39.59,3.5,37,421,Severe,,,
2017,107.37,252.35,32.51,0.47,42.21,39.1,3.96,39.94,238,Poor,,,
2017,113.9,222.88,20,0.56,41.43,30.8,2.74,40.08,204,Poor,,,
2017,103.75,301.57,19.37,0.65,41.4,53.9,2.56,41.3,289,Poor,,,
2017,69.88,317.07,8.83,0.53,38.55,53.22,1.35,40.85,236,Poor,,,
2017,40.33,150.34,7.16,0.49,31.5,57.01,1.37,38.24,148,Moderate,,,
2017,48.95,150.23,18.15,0.54,26.99,49,1.8,35.02,94,Satisfactory,,,
2017,63.27,174.62,17.45,0.5,26.15,54.23,2.2,36.39,130,Moderate,,,
2017,56.38,137.62,26.49,0.83,21.94,50.95,2.37,36.8,123,Moderate,,,
2017,95.23,257.16,53.45,1.08,23,65.67,3.26,34.2,192,Moderate,,,
2017,123.44,354.35,82.72,1.08,24.75,45.77,3.2,35.87,324,Very Poor,,,
2017,122.2,362.94,96.1,1.1,23.23,42.56,3.27,38.29,357,Very Poor,,,
2017,121.1,436.35,89.35,0.72,22.69,29.97,2.38,40.01,393,Very Poor,,,
2017,71.89,320.91,58.98,0.56,18.63,20.67,1.6,40.7,302,Very Poor,,,
2017,80.37,348.79,47.89,0.56,16.51,26.41,1.52,40.74,239,Poor,,,
2017,40.87,233.62,23.35,0.29,23.51,39.61,1.11,39.97,210,Poor,,,
2017,41.83,257.16,20.44,2.19,31.5,45.45,1.68,36.98,77,Satisfactory,,,
2017,66.73,354.35,14.64,1.6,26.99,33.49,2.03,37.82,89,Satisfactory,,,
2017,64.63,362.94,22.12,1.48,26.15,27.66,0.89,39.09,143,Moderate,,,
2017,43.02,436.35,19.89,1.83,21.94,43.31,1.16,38.47,131,Moderate,,,
2017,57.4,320.91,35.93,2.14,23,28.5,1.83,38.05,165,Moderate,,,
2017,48.6,348.79,73.59,1.44,24.75,40.1,3.08,39.57,176,Moderate,,,
2017,62,233.62,37.26,1.11,23.23,35.43,4.98,40.93,172,Moderate,,,
2017,80.14,205.5,41.28,1.42,22.69,28.65,6.04,36.77,137,Moderate,,,
2017,51.6,124.35,43.17,1.63,18.63,32.02,6.94,35.23,131,Moderate,,,
2017,41.96,87.16,38.8,1.88,16.51,49.2,8.34,36.33,132,Moderate,,,
2017,65.19,218.93,48.7,1.94,23.51,56.86,5.76,37.47,115,Moderate,,,
2017,60.9,228.2,49.53,1.91,51.7,32.02,5.52,33.37,151,Moderate,,,
2017,35.1,88.82,57.03,2.65,14.85,49.2,4.79,35.58,180,Moderate,,,
2017,58.27,87.74,61.79,2.28,17.55,56.86,4.42,31.5,183,Moderate,,,
2017,61.93,124.6,110,2.36,18.24,50.43,2.39,32.88,193,Moderate,,,
2017,44.08,160.22,39.17,2.09,17.26,38.6,1.5,35.17,224,Poor,,,
2017,63.62,245.23,55.51,2.8,23.72,41.04,1,36.85,268,Poor,,,
2017,76.1,325.29,17.77,2.78,20.48,33.66,2.04,38.26,253,Poor,,,
2017,51.52,359.19,20.96,2.23,20.05,40.95,2.06,37.66,208,Poor,,,
2017,36.62,286.38,16.9,2.2,19.33,57.8,1.62,36.98,211,Poor,,,
2017,29.83,128.18,30.92,3.23,24.03,42.85,2,34.04,246,Poor,,,
2017,22.98,103.8,21.6,2.21,24.14,58.08,2.14,29.78,319,Very Poor,,,
2017,25.83,90.41,44.88,1.32,19.75,43.78,3.13,31.85,317,Very Poor,,,
2017,43.35,224.62,62.09,1.38,17.21,45.95,2.1,32.78,310,Very Poor,,,
2017,20.52,223.56,28.19,1.61,27.69,50.69,2.89,33.27,313,Very Poor,,,
2017,46.71,246.98,28.86,1.62,33.4,43.3,3.14,33.78,310,Very Poor,,,
2017,116.12,160.22,27.08,1.49,22.78,42.33,3.15,33.73,149,Moderate,,,
2017,50.81,245.23,27.08,1.24,21.85,39.49,1.7,33.89,212,Moderate,,,
2017,47.17,325.29,18.19,0.91,24.49,43.99,3.17,33.76,85,Satisfactory,,,
2017,41.42,359.19,30,1.49,32.76,61.69,3.96,33.45,77,Good,,,
2017,45.31,286.38,32.87,1.34,43.82,68.53,4.33,34.3,65,Good,,,
2017,58.46,128.18,67.54,0.73,50.31,66.7,4.58,34.53,108,Moderate,,,
2017,41.92,103.8,25.63,0.87,42.8,63.83,2.73,35.44,78,Good,,,
2017,33.04,90.41,26.7,1.16,62.6,41.08,1.94,33.33,59,Good,,,
2017,22.35,224.62,25.59,2.19,42.39,34.75,1.68,33.05,47,Good,,,
2017,22.44,223.56,25.51,1.6,44.15,52.5,2.03,32.3,39,Good,,,
2017,30.35,246.98,17.2,1.48,35.61,48.38,0.89,32.8,40,Good,,,
2017,32.02,410.15,16.13,1.83,44.94,52.39,1.16,33.18,56,Satisfactory,,,
2017,38.77,190.42,15.56,2.14,65.5,45.33,1.83,31.61,131,Moderate,,,
2017,33.56,237.88,31.69,1.44,53.24,46.67,3.08,31.48,165,Moderate,,,
2017,37.67,253.07,25.69,1.11,44.98,49.89,4.98,33.19,176,Moderate,,,
2017,55.96,309.37,58.31,1.42,46.16,40.92,6.04,35.22,172,Moderate,,,
2017,28.88,375.82,41.13,1.63,41.96,39.59,6.94,30.44,137,Moderate,,,
2017,23.12,371.87,20.56,1.88,14.85,39.1,8.34,31.55,131,Moderate,,,
2017,18.54,343.62,20.65,1.94,17.55,30.8,5.76,29.73,132,Moderate,,,
2017,22.65,409.95,18.67,1.91,18.24,53.9,5.52,31.49,115,Moderate,,,
2017,17.52,389.03,28.89,2.65,17.26,53.22,4.79,29.57,151,Moderate,,,
2017,22.17,400.78,21.08,2.28,23.72,57.01,4.42,31.1,180,Moderate,,,
2017,20.17,356.47,20.61,2.36,20.48,49,2.39,31.28,183,Moderate,,,
2017,24.42,324.19,23.71,2.09,20.05,54.23,1.5,31.24,193,Moderate,,,
2017,25.71,409.7,23.69,2.8,19.33,50.95,1,31.57,224,Poor,,,
2017,27.25,263.66,12.65,2.78,24.03,65.67,2.04,31.15,268,Poor,,,
2017,10.88,260.82,11.6,2.23,24.14,45.77,2.06,31.86,253,Poor,,,
2017,17.1,266.24,28.26,2.2,19.75,42.56,1.62,28.91,208,Poor,,,
2017,17.24,287.92,27.25,3.23,17.21,45.45,2,29.16,211,Poor,,,
2017,27.56,189.5,33.12,2.21,27.69,33.49,2.14,30.9,246,Poor,,,
2017,27.29,271.06,28.58,1.32,33.4,27.66,3.13,31.3,319,Very Poor,,,
2017,42.65,410.15,29.66,1.38,22.78,43.31,2.1,32.02,317,Very Poor,,,
2017,53.69,190.42,34.95,1.61,21.85,28.5,2.89,32.69,310,Very Poor,,,
2017,61.44,237.88,52.38,1.62,24.49,40.1,3.14,32,313,Very Poor,,,
2017,57.42,253.07,25.72,1.49,32.76,35.43,3.15,31.01,310,Very Poor,,,
2017,36.58,309.37,36.57,1.24,43.82,28.65,1.7,33.15,176,Moderate,,,
2017,50.42,375.82,54.85,0.91,50.31,32.02,3.17,31.76,172,Moderate,,,
2017,48.6,371.87,52.38,1.49,42.8,49.2,3.96,32.58,137,Moderate,,,
2017,21.83,343.62,25.72,1.34,62.6,56.86,4.33,32.76,131,Moderate,,,
2017,27.56,409.95,36.57,0.73,42.39,32.02,4.58,32.62,132,Moderate,,,
2017,27.29,389.03,54.85,0.87,44.15,49.2,2.73,32.71,115,Moderate,,,
2017,42.65,400.78,38.47,1.16,14.85,56.86,1.94,32.94,151,Moderate,,,
2017,53.69,356.47,13.21,1.52,17.55,50.43,2.04,33.26,180,Moderate,,,
2017,35.23,324.19,15.5,1.6,18.24,38.6,2.06,32.61,183,Moderate,,,
2017,39.6,409.7,20.73,1.55,17.26,41.04,1.62,32.91,193,Moderate,,,
2017,46.25,263.66,22.87,1.24,23.72,33.66,2,33.36,224,Poor,,,
2017,35.48,260.82,42.02,1.21,20.48,40.95,2.14,30.28,268,Poor,,,
2017,22.15,266.24,30.13,0.41,20.05,57.8,3.13,32.02,253,Poor,,,
2017,25.5,287.92,18.02,0.46,19.33,42.85,2.1,32.29,208,Poor,,,
2017,46,189.5,14.5,0.65,24.03,58.08,2.89,32.77,211,Poor,,,
2017,36.54,271.06,31.42,0.91,24.14,43.78,3.14,30.4,246,Poor,,,
2017,47.79,271.94,34.6,1.75,19.75,45.95,3.15,31.79,319,Very Poor,,,
2017,51.33,303.75,24.48,1.16,17.21,50.69,1.7,31.23,317,Very Poor,,,
2017,62.33,234.05,40.14,1.25,27.69,43.3,3.17,30.62,310,Very Poor,,,
2017,34.3,211.83,62.68,1.05,33.4,42.33,3.96,31.9,313,Very Poor,,,
2017,23.82,313.23,20.79,1.41,22.78,39.49,4.33,29.84,310,Very Poor,,,
2017,15.23,367.73,22.97,1.93,21.85,43.99,4.58,28.99,132,Moderate,,,
2017,20.5,302.02,24.34,1.55,24.49,61.69,2.73,30.15,115,Moderate,,,
2017,41.62,429.32,16.56,1.86,32.76,68.53,1.94,28.42,151,Moderate,,,
2017,25.58,363.53,23.55,1.34,43.82,66.7,2.04,28.98,180,Moderate,,,
2017,20.06,376.33,23.23,1.53,50.31,63.83,2.06,28.44,183,Moderate,,,
2017,38.19,392.34,20.33,1.66,42.8,41.08,1.62,29.29,193,Moderate,,,
2017,47.89,334.65,33.84,0.84,62.6,34.75,2,29.8,224,Poor,,,
2017,35.61,242.54,20.61,1.25,42.39,52.5,2.14,30.31,268,Poor,,,
2017,39.41,263.87,21.1,2.39,44.15,48.38,3.13,30.07,253,Poor,,,
2017,40.34,500.59,21.91,1.32,14.85,52.39,2.1,29.65,208,Poor,,,
2017,51.7,356.85,18.18,0.92,17.55,45.33,2.89,29.69,211,Poor,,,
2017,54.83,334.51,20.65,1.06,18.24,46.67,3.14,29.84,246,Poor,,,
2017,60.46,381.35,30.53,1.45,17.26,49.89,3.15,30.4,319,Very Poor,,,
2017,63.97,375.15,22.99,1.16,23.72,40.92,1.7,30.44,317,Very Poor,,,
2017,46.65,287.99,17.92,1.17,20.48,39.59,3.17,29.93,310,Very Poor,,,
2017,54.77,279.92,25.08,0.92,20.05,39.1,3.96,30.34,313,Very Poor,,,
2017,80.47,329.12,81.89,0.61,19.33,30.8,4.33,30.5,310,Very Poor,,,
2017,64.37,352.76,25.94,0.81,24.03,53.9,4.58,30.44,169,Moderate,,,
2017,51.56,505.07,19.27,1.14,24.14,53.22,2.73,29.28,110,Moderate,,,
2017,53.05,85.65,23.98,1.92,19.75,57.01,1.94,29.97,106,Moderate,,,
2017,60.83,102.29,20.23,1.65,14.85,49,2.04,29.44,99,Good,,,
2017,55.55,112.21,19.87,0.7,17.55,54.23,2.06,29.33,109,Moderate,,,
2017,70.81,111.9,29.89,0.66,18.24,50.95,1.62,28.8,137,Moderate,,,
2017,55.93,76.81,27.16,0.94,17.26,65.67,2,29.76,144,Moderate,,,
2017,11.81,18.59,20.34,1.61,23.72,45.77,2.04,26.27,92,Satisfactory,,,
2017,17.76,43.57,20.38,1.3,20.48,42.56,2.06,24.97,83,Satisfactory,,,
2017,35.5,81.42,18.8,0.96,20.05,22.63,1.62,24.8,84,Good,,,
2017,50.09,100.02,14.59,1.14,19.33,24.48,2,27.11,104,Moderate,,,
2017,66.12,114.15,23.12,1.31,24.03,30.45,2.14,27.51,131,Moderate,,,
2017,80.94,125.39,26.98,1.47,24.14,29.26,3.13,27.43,165,Moderate,,,
2017,75.4,102.91,50.72,1.28,19.75,34.06,2.1,27.88,176,Moderate,,,
2017,89.38,140.94,37.45,1.55,7.17,40.26,2.89,27.36,172,Moderate,,,
2017,74.2,125.73,21.1,1.24,6.64,38.44,3.14,26.97,137,Moderate,,,
2017,68.47,120.56,25.43,0.9,3.46,32.9,3.15,26.76,131,Moderate,,,
2017,63.41,128.15,22.86,0.77,2.94,30.1,1.7,27.21,132,Moderate,,,
2017,69.45,127.48,22.75,0.63,5.81,34.34,3.17,26.15,115,Moderate,,,
2017,76.81,138.81,24.88,0.77,11.7,35.79,3.96,26.24,151,Moderate,,,
2017,75.73,125.31,15.35,0.71,11.96,36.81,4.33,26.24,180,Moderate,,,
2017,79.81,111.43,14.82,0.79,13.91,38.67,4.58,26.53,183,Moderate,,,
2017,70.98,151.15,17.2,0.95,22.29,34.44,2.73,26.05,193,Moderate,,,
2017,102.2,155.03,20.71,1.03,24,35.32,1.94,26.8,224,Poor,,,
2017,107.63,173.87,33.9,0.37,23.51,31.11,2.04,27.57,268,Poor,,,
2017,105.88,158.68,23,0.45,7.6,30.89,2.06,27.47,253,Poor,,,
2017,104.45,122.3,25.09,0.93,6.57,29.67,1.62,27.32,208,Poor,,,
2017,106.85,186.91,21.91,0.63,7.65,35.14,2.04,26.62,211,Poor,,,
2017,137.42,207.87,31.87,0.7,9.36,37.98,2.06,26.81,246,Poor,,,
2017,147.07,208.87,67.91,0.6,14.64,42.39,1.62,26.5,319,Very Poor,,,
2017,147.83,195.47,41.91,0.6,14.31,37.15,2,25.63,317,Very Poor,,,
2017,152.61,213.98,48.82,0.03,23.09,30.49,2.14,25.19,310,Very Poor,,,
2017,121.7,212.35,48.01,0.09,17.44,30.46,3.13,24.45,313,Very Poor,,,
2017,152.16,204.03,66.01,0.53,27.42,35.86,2.1,23.74,310,Very Poor,,,
2017,176.17,259,55.94,1.3,22.15,36.35,2.89,25.25,336,Very Poor,,,
2017,426.52,387.13,56.28,1.08,36.85,41.14,3.14,26.14,497,Severe,,,
2017,213.12,317.52,42.71,0.32,20.55,34.52,3.15,24.25,404,Severe,,,
2017,146.01,201.91,54.57,0.35,24.42,34.88,1.7,24.44,338,Very Poor,,,
2017,163.35,242.73,89.4,0.44,27.79,52.91,3.17,24.09,327,Very Poor,,,
2017,188.24,331.64,72.71,0.35,23.19,86.13,3.96,22.73,366,Very Poor,,,
2017,203.03,326.46,56.81,0.83,23.77,106.16,4.33,22.32,357,Very Poor,,,
2017,178.91,290.41,56.9,0.79,24.12,99.71,4.58,21.94,328,Very Poor,,,
2017,167.54,293.68,26.14,0.9,21.24,82.93,2.73,22.15,345,Very Poor,,,
2017,198.37,329.05,35.39,1.26,27.88,110.71,1.94,23.12,379,Very Poor,,,
2017,187.82,300.92,28.91,1.26,25.08,83.99,2.04,21.84,362,Very Poor,,,
2017,196.37,308.22,41.29,0.92,23.68,88.38,2.06,21.62,340,Very Poor,,,
2017,211.64,323.45,65.55,0.84,19.36,65.34,1.62,21.46,366,Very Poor,,,
2017,179.17,265.9,29.65,1.03,16.01,56.79,2,22.04,344,Very Poor,,,
2017,160.69,227.41,26.09,0.62,17.19,61.91,2.51,21.6,305,Very Poor,,,
2017,168.16,239.73,45.29,0.83,15.29,62.16,2.74,20.99,310,Very Poor,,,
2017,190.33,292.7,45.11,0.75,18.87,73.16,3.18,21.51,345,Very Poor,,,
2017,209.61,334.64,65.25,0.68,19.55,86.74,6.46,22.22,370,Very Poor,,,
2017,216.53,330.27,64.5,0.54,18.74,72.82,4.6,21.11,377,Very Poor,,,
2017,517.93,654.68,51.67,0.38,15.29,56.06,5.11,19.76,532,Severe,,,
2017,639.19,796.88,55.83,0.79,20.46,55.51,7.73,19.55,675,Severe,,,
2017,495.9,652.21,54.71,0.87,15.68,86.62,6.99,20.31,677,Severe,,,
2017,370.73,496.48,55.07,0.78,17.84,104.94,7.33,19.77,597,Severe,,,
2017,363.77,511.44,78.16,0.72,17.8,95.54,8.39,19.94,471,Severe,,,
2017,465.08,622.4,66.78,0.71,13.94,88.03,7.84,18.61,613,Severe,,,
2017,354.56,498.63,65.36,0.66,15.58,94.42,5.47,18.83,561,Severe,,,
2017,254.36,365.91,34.12,0.78,13.67,69.5,4.44,18.98,444,Severe,,,
2017,192.04,279.26,36.7,1.06,19.24,60.28,4.38,19.05,378,Very Poor,,,
2017,191.57,278.95,38.61,0.92,22.89,62.01,4.06,19.48,357,Very Poor,,,
2017,150.79,220.08,32.01,0.47,16.32,47.92,3,19.1,330,Very Poor,,,
2017,143.51,202.59,20.23,0.57,13.3,37.68,2.29,19.27,309,Very Poor,,,
2017,128.65,190.51,19.58,0.57,15.12,47.8,2.04,17.53,297,Poor,,,
2017,171.34,249.28,24.44,0.69,13.7,54.08,2.38,15.73,329,Very Poor,,,
2017,178.08,253.38,32.84,0.76,15.02,57.13,4.37,15.2,341,Very Poor,,,
2017,177.41,258.11,30.75,0.8,18.13,57.6,4.92,15.55,348,Very Poor,,,
2017,175.56,251.23,34.73,1.42,18.32,54.34,4.53,15.58,340,Very Poor,,,
2017,187.97,256.92,44.24,0.92,19.2,54.02,5.18,15.53,348,Very Poor,,,
2017,185.31,268.09,45.12,0.47,17.95,48.1,5.3,15.72,347,Very Poor,,,
2017,224.37,338.82,77.85,0.57,21.01,44.82,5.23,15.63,368,Very Poor,,,
2017,198.34,328.09,45.64,0.57,18.95,41.09,4.33,15.37,382,Very Poor,,,
2017,167.74,290.47,61.44,0.69,19.39,34.78,6.2,16.49,360,Very Poor,,,
2017,215.17,327.64,109.88,0.76,20.1,40.91,7.08,16.43,359,Very Poor,,,
2017,219.84,344.17,71.11,0.89,16.83,44.4,8.15,16,388,Very Poor,,,
2017,190.45,309.07,61.21,0.43,17.59,31.62,6.41,15.75,377,Very Poor,,,
2017,208.87,324.46,80.33,0.23,20.17,36.62,7.94,15.44,356,Very Poor,,,
2017,240.87,359.22,67.41,0.21,19.92,37.61,8.46,15.21,384,Very Poor,,,
2017,261.82,390.1,74.66,0.25,20.17,32.64,7.62,15.37,415,Severe,,,
2017,230.56,358.86,61.13,0.26,18.29,50.69,5.42,16.85,404,Severe,,,
2017,120.91,210.21,23.19,0.24,20.88,43.68,2.94,17.09,330,Very Poor,,,
2017,88.95,170.12,24.67,0.4,18.17,41.43,2.6,16.98,215,Poor,,,
2017,115.08,204.38,23.86,0.45,21.69,50.26,3.13,16.02,220,Poor,,,
2017,165.76,268.35,60.14,0.52,24.22,68.58,7.52,16.08,312,Very Poor,,,
2017,230.34,341.87,102,0.65,25.97,90.07,9.07,15.63,389,Very Poor,,,
2017,218.87,338.45,97.35,0.6,24.39,66.07,5.22,15.55,406,Severe,,,
2017,109.18,152.76,22.41,0.81,11.71,38.75,1.96,16.93,280,Poor,,,
2017,134.99,203.48,20.14,0.77,10.81,46.28,2.51,14.15,263,Poor,,,
2017,126.67,189.9,19.4,0.83,11.18,42.19,2.18,12.44,276,Poor,,,
2017,127.57,194.15,20.33,0.58,9.69,38.04,1.89,12.43,292,Poor,,,
2017,100.72,152.72,17.77,0.55,4.98,23.98,1.92,11.59,228,Poor,,,
2017,95.58,163.65,17.4,0.68,12.68,36.4,1.87,12.42,195,Moderate,,,
2017,115.19,189.64,20.4,0.31,16.97,45.37,2.46,13.88,223,Poor,,,
2017,168.33,257.19,35.44,0.31,23.03,49.68,3.93,13.84,291,Poor,,,
2017,283.24,410.74,44.05,0.33,25,67.35,4.65,15.31,378,Very Poor,,,
2017,293.14,435.23,32.3,0.42,22.54,66.06,4.12,16.4,467,Severe,,,
2017,157.72,241.38,22.11,0.45,20.47,48.84,2.88,15.76,370,Very Poor,,,
